Date,County,Primary Area of Practice,Activities in Medicine,Count of Physicians
7/1/20,Los Angeles,Ophthalmology - Primary,Patient Care - 10-19 Hours,41
7/1/20,Los Angeles,Ophthalmology - Primary,Patient Care - 20-29 Hours,91
7/1/20,Los Angeles,Ophthalmology - Primary,Patient Care - 30-39 Hours,189
7/1/20,Los Angeles,Ophthalmology - Primary,Patient Care - 40+ Hours,343
7/1/20,Los Angeles,Ophthalmology - Primary,Patient Care - None,34
7/1/20,Los Angeles,Orthopedic Surgery - Primary,No Response,11
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,42
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,24
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,61
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,130
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,480
7/1/20,Los Angeles,Orthopedic Surgery - Primary,Patient Care - None,39
7/1/20,Los Angeles,Otolaryngology - Primary,No Response,2
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - 1-9 Hours,19
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - 10-19 Hours,17
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - 20-29 Hours,22
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - 30-39 Hours,81
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - 40+ Hours,181
7/1/20,Los Angeles,Otolaryngology - Primary,Patient Care - None,22
7/1/20,Los Angeles,Pathology - Primary,No Response,5
7/1/20,Los Angeles,Pathology - Primary,Patient Care - 1-9 Hours,46
7/1/20,Los Angeles,Pathology - Primary,Patient Care - 10-19 Hours,49
7/1/20,Los Angeles,Pathology - Primary,Patient Care - 20-29 Hours,62
7/1/20,Los Angeles,Pathology - Primary,Patient Care - 30-39 Hours,104
7/1/20,Los Angeles,Pathology - Primary,Patient Care - 40+ Hours,254
7/1/20,Los Angeles,Pathology - Primary,Patient Care - None,80
7/1/20,Los Angeles,Pediatrics - Primary,No Response,8
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - 1-9 Hours,168
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - 10-19 Hours,188
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - 20-29 Hours,329
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - 30-39 Hours,607
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - 40+ Hours,743
7/1/20,Los Angeles,Pediatrics - Primary,Patient Care - None,167
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,No Response,1
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - 1-9 Hours,15
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - 10-19 Hours,12
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,36
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,81
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,113
7/1/20,Los Angeles,Physical Medicine and Rehabilitation - Primary,Patient Care - None,10
7/1/20,Los Angeles,Plastic Surgery - Primary,No Response,3
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - 1-9 Hours,14
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - 10-19 Hours,10
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - 20-29 Hours,25
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - 30-39 Hours,60
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - 40+ Hours,215
7/1/20,Los Angeles,Plastic Surgery - Primary,Patient Care - None,11
7/1/20,Los Angeles,Psychiatry - Primary,No Response,11
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - 1-9 Hours,161
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - 10-19 Hours,222
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - 20-29 Hours,316
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - 30-39 Hours,431
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - 40+ Hours,600
7/1/20,Los Angeles,Psychiatry - Primary,Patient Care - None,96
7/1/20,Los Angeles,Pulmonary - Primary,No Response,1
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - 1-9 Hours,15
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - 10-19 Hours,14
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - 20-29 Hours,21
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - 30-39 Hours,43
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - 40+ Hours,196
7/1/20,Los Angeles,Pulmonary - Primary,Patient Care - None,15
7/1/20,Los Angeles,Radiology - Primary,No Response,13
7/1/20,Los Angeles,Radiology - Primary,Patient Care - 1-9 Hours,70
7/1/20,Los Angeles,Radiology - Primary,Patient Care - 10-19 Hours,55
7/1/20,Los Angeles,Radiology - Primary,Patient Care - 20-29 Hours,92
7/1/20,Los Angeles,Radiology - Primary,Patient Care - 30-39 Hours,194
7/1/20,Los Angeles,Radiology - Primary,Patient Care - 40+ Hours,599
7/1/20,Los Angeles,Radiology - Primary,Patient Care - None,123
7/1/20,Los Angeles,Urology - Primary,No Response,3
7/1/20,Los Angeles,Urology - Primary,Patient Care - 1-9 Hours,13
7/1/20,Los Angeles,Urology - Primary,Patient Care - 10-19 Hours,14
7/1/20,Los Angeles,Urology - Primary,Patient Care - 20-29 Hours,27
7/1/20,Los Angeles,Urology - Primary,Patient Care - 30-39 Hours,57
7/1/20,Los Angeles,Urology - Primary,Patient Care - 40+ Hours,197
7/1/20,Los Angeles,Urology - Primary,Patient Care - None,14
7/1/20,Madera,All Other Specialties,Patient Care - 10-19 Hours,2
7/1/20,Madera,All Other Specialties,Patient Care - 30-39 Hours,3
7/1/20,Madera,All Other Specialties,Patient Care - 40+ Hours,18
7/1/20,Madera,All Other Specialties,Patient Care - None,2
7/1/20,Madera,Anesthesiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Madera,Cardiology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Madera,Cardiology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Cardiology - Primary,Patient Care - 40+ Hours,3
7/1/20,Madera,Emergency Medicine - Primary,Patient Care - 20-29 Hours,1
7/1/20,Madera,Emergency Medicine - Primary,Patient Care - 30-39 Hours,2
7/1/20,Madera,Emergency Medicine - Primary,Patient Care - 40+ Hours,4
7/1/20,Madera,Family Medicine - Primary,No Response,1
7/1/20,Madera,Family Medicine - Primary,Patient Care - 1-9 Hours,2
7/1/20,Madera,Family Medicine - Primary,Patient Care - 10-19 Hours,1
7/1/20,Madera,Family Medicine - Primary,Patient Care - 20-29 Hours,3
7/1/20,Madera,Family Medicine - Primary,Patient Care - 30-39 Hours,2
7/1/20,Madera,Family Medicine - Primary,Patient Care - 40+ Hours,7
7/1/20,Madera,Gastroenterology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Madera,Gastroenterology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Madera,Gastroenterology - Primary,Patient Care - 40+ Hours,1
7/1/20,Madera,Gastroenterology - Primary,Patient Care - None,1
7/1/20,Madera,General Practice - Primary,Patient Care - 10-19 Hours,1
7/1/20,Madera,General Practice - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,General Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Madera,General Surgery - Primary,Patient Care - 40+ Hours,5
7/1/20,Madera,General Surgery - Primary,Patient Care - None,1
7/1/20,Madera,Infectious Disease - Primary,Patient Care - 40+ Hours,1
7/1/20,Madera,Internal Medicine - Primary,Patient Care - 10-19 Hours,1
7/1/20,Madera,Internal Medicine - Primary,Patient Care - 30-39 Hours,4
7/1/20,Madera,Internal Medicine - Primary,Patient Care - 40+ Hours,8
7/1/20,Madera,Nephrology - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,Neurology - Primary,Patient Care - 40+ Hours,1
7/1/20,Madera,No Response,No Response,9
7/1/20,Madera,No Response,Patient Care - 1-9 Hours,2
7/1/20,Madera,No Response,Patient Care - 10-19 Hours,1
7/1/20,Madera,No Response,Patient Care - 20-29 Hours,2
7/1/20,Madera,No Response,Patient Care - 30-39 Hours,7
7/1/20,Madera,No Response,Patient Care - 40+ Hours,30
7/1/20,Madera,No Response,Patient Care - None,1
7/1/20,Madera,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,4
7/1/20,Madera,Oncology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Oncology - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,Ophthalmology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,3
7/1/20,Madera,Otolaryngology - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,Pathology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Madera,Pathology - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,Pediatrics - Primary,Patient Care - 1-9 Hours,1
7/1/20,Madera,Pediatrics - Primary,Patient Care - 10-19 Hours,3
7/1/20,Madera,Pediatrics - Primary,Patient Care - 20-29 Hours,12
7/1/20,Madera,Pediatrics - Primary,Patient Care - 30-39 Hours,16
7/1/20,Madera,Pediatrics - Primary,Patient Care - 40+ Hours,41
7/1/20,Madera,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,1
7/1/20,Madera,Plastic Surgery - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Plastic Surgery - Primary,Patient Care - 40+ Hours,2
7/1/20,Madera,Psychiatry - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Psychiatry - Primary,Patient Care - 40+ Hours,3
7/1/20,Madera,Radiology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Madera,Radiology - Primary,Patient Care - 40+ Hours,1
7/1/20,Madera,Radiology - Primary,Patient Care - None,1
7/1/20,Madera,Urology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Madera,Urology - Primary,Patient Care - 30-39 Hours,1
7/1/20,Madera,Urology - Primary,Patient Care - 40+ Hours,1
7/1/20,Marin,All Other Specialties,No Response,4
7/1/20,Marin,All Other Specialties,Patient Care - 1-9 Hours,21
7/1/20,Marin,All Other Specialties,Patient Care - 10-19 Hours,18
7/1/20,Marin,All Other Specialties,Patient Care - 20-29 Hours,15
7/1/20,Marin,All Other Specialties,Patient Care - 30-39 Hours,18
7/1/20,Marin,All Other Specialties,Patient Care - 40+ Hours,36
7/1/20,Marin,All Other Specialties,Patient Care - None,44
7/1/20,Marin,Anesthesiology - Primary,Patient Care - 1-9 Hours,4
7/1/20,Marin,Anesthesiology - Primary,Patient Care - 10-19 Hours,5
7/1/20,Marin,Anesthesiology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Marin,Anesthesiology - Primary,Patient Care - 30-39 Hours,8
7/1/20,Marin,Anesthesiology - Primary,Patient Care - 40+ Hours,44
7/1/20,Marin,Anesthesiology - Primary,Patient Care - None,8
7/1/20,Marin,Cardiology - Primary,Patient Care - 1-9 Hours,4
7/1/20,Marin,Cardiology - Primary,Patient Care - 10-19 Hours,5
7/1/20,Marin,Cardiology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Marin,Cardiology - Primary,Patient Care - 30-39 Hours,6
7/1/20,Marin,Cardiology - Primary,Patient Care - 40+ Hours,18
7/1/20,Marin,Cardiology - Primary,Patient Care - None,8
7/1/20,Marin,Dermatology - Primary,Patient Care - 1-9 Hours,5
7/1/20,Marin,Dermatology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Marin,Dermatology - Primary,Patient Care - 20-29 Hours,11
7/1/20,Marin,Dermatology - Primary,Patient Care - 30-39 Hours,10
7/1/20,Marin,Dermatology - Primary,Patient Care - 40+ Hours,6
7/1/20,Marin,Dermatology - Primary,Patient Care - None,1
7/1/20,Marin,Emergency Medicine - Primary,No Response,2
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - 1-9 Hours,4
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - 10-19 Hours,9
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - 20-29 Hours,15
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - 30-39 Hours,17
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - 40+ Hours,18
7/1/20,Marin,Emergency Medicine - Primary,Patient Care - None,14
7/1/20,Marin,Endocrinology - Primary,No Response,1
7/1/20,Marin,Endocrinology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Marin,Endocrinology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Endocrinology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Marin,Endocrinology - Primary,Patient Care - 40+ Hours,3
7/1/20,Marin,Endocrinology - Primary,Patient Care - None,1
7/1/20,Marin,Family Medicine - Primary,No Response,1
7/1/20,Marin,Family Medicine - Primary,Patient Care - 1-9 Hours,7
7/1/20,Marin,Family Medicine - Primary,Patient Care - 10-19 Hours,8
7/1/20,Marin,Family Medicine - Primary,Patient Care - 20-29 Hours,14
7/1/20,Marin,Family Medicine - Primary,Patient Care - 30-39 Hours,19
7/1/20,Marin,Family Medicine - Primary,Patient Care - 40+ Hours,17
7/1/20,Marin,Family Medicine - Primary,Patient Care - None,9
7/1/20,Marin,Gastroenterology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Marin,Gastroenterology - Primary,Patient Care - 20-29 Hours,2
7/1/20,Marin,Gastroenterology - Primary,Patient Care - 30-39 Hours,9
7/1/20,Marin,Gastroenterology - Primary,Patient Care - 40+ Hours,7
7/1/20,Marin,Gastroenterology - Primary,Patient Care - None,3
7/1/20,Marin,General Practice - Primary,Patient Care - 1-9 Hours,14
7/1/20,Marin,General Practice - Primary,Patient Care - 10-19 Hours,2
7/1/20,Marin,General Practice - Primary,Patient Care - 30-39 Hours,5
7/1/20,Marin,General Practice - Primary,Patient Care - 40+ Hours,4
7/1/20,Marin,General Practice - Primary,Patient Care - None,6
7/1/20,Marin,General Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Marin,General Surgery - Primary,Patient Care - 10-19 Hours,2
7/1/20,Marin,General Surgery - Primary,Patient Care - 30-39 Hours,4
7/1/20,Marin,General Surgery - Primary,Patient Care - 40+ Hours,10
7/1/20,Marin,General Surgery - Primary,Patient Care - None,6
7/1/20,Marin,Infectious Disease - Primary,Patient Care - 1-9 Hours,3
7/1/20,Marin,Infectious Disease - Primary,Patient Care - 10-19 Hours,4
7/1/20,Marin,Infectious Disease - Primary,Patient Care - 20-29 Hours,2
7/1/20,Marin,Infectious Disease - Primary,Patient Care - 30-39 Hours,1
7/1/20,Marin,Infectious Disease - Primary,Patient Care - 40+ Hours,1
7/1/20,Marin,Infectious Disease - Primary,Patient Care - None,4
7/1/20,Marin,Internal Medicine - Primary,No Response,1
7/1/20,Marin,Internal Medicine - Primary,Patient Care - 1-9 Hours,24
7/1/20,Marin,Internal Medicine - Primary,Patient Care - 10-19 Hours,19
7/1/20,Marin,Internal Medicine - Primary,Patient Care - 20-29 Hours,26
7/1/20,Marin,Internal Medicine - Primary,Patient Care - 30-39 Hours,33
7/1/20,Marin,Internal Medicine - Primary,Patient Care - 40+ Hours,60
7/1/20,Marin,Internal Medicine - Primary,Patient Care - None,44
7/1/20,Marin,Nephrology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Marin,Nephrology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Marin,Nephrology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Nephrology - Primary,Patient Care - 30-39 Hours,4
7/1/20,Marin,Nephrology - Primary,Patient Care - 40+ Hours,1
7/1/20,Marin,Nephrology - Primary,Patient Care - None,1
7/1/20,Marin,Neurology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Marin,Neurology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Marin,Neurology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Neurology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Marin,Neurology - Primary,Patient Care - 40+ Hours,5
7/1/20,Marin,Neurology - Primary,Patient Care - None,3
7/1/20,Marin,No Response,No Response,23
7/1/20,Marin,No Response,Patient Care - 1-9 Hours,25
7/1/20,Marin,No Response,Patient Care - 10-19 Hours,26
7/1/20,Marin,No Response,Patient Care - 20-29 Hours,24
7/1/20,Marin,No Response,Patient Care - 30-39 Hours,49
7/1/20,Marin,No Response,Patient Care - 40+ Hours,84
7/1/20,Marin,No Response,Patient Care - None,70
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - 10-19 Hours,3
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - 20-29 Hours,8
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - 30-39 Hours,16
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - 40+ Hours,20
7/1/20,Marin,Obstetrics and Gynecology - Primary,Patient Care - None,9
7/1/20,Marin,Oncology - Primary,No Response,2
7/1/20,Marin,Oncology - Primary,Patient Care - 1-9 Hours,2
7/1/20,Marin,Oncology - Primary,Patient Care - 10-19 Hours,1
7/1/20,Marin,Oncology - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Oncology - Primary,Patient Care - 30-39 Hours,5
7/1/20,Marin,Oncology - Primary,Patient Care - 40+ Hours,6
7/1/20,Marin,Oncology - Primary,Patient Care - None,4
7/1/20,Marin,Ophthalmology - Primary,Patient Care - 1-9 Hours,4
7/1/20,Marin,Ophthalmology - Primary,Patient Care - 10-19 Hours,2
7/1/20,Marin,Ophthalmology - Primary,Patient Care - 20-29 Hours,4
7/1/20,Marin,Ophthalmology - Primary,Patient Care - 30-39 Hours,6
7/1/20,Marin,Ophthalmology - Primary,Patient Care - 40+ Hours,10
7/1/20,Marin,Ophthalmology - Primary,Patient Care - None,8
7/1/20,Marin,Orthopedic Surgery - Primary,No Response,1
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - 1-9 Hours,4
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - 10-19 Hours,3
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - 30-39 Hours,3
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - 40+ Hours,19
7/1/20,Marin,Orthopedic Surgery - Primary,Patient Care - None,8
7/1/20,Marin,Otolaryngology - Primary,Patient Care - 1-9 Hours,3
7/1/20,Marin,Otolaryngology - Primary,Patient Care - 30-39 Hours,2
7/1/20,Marin,Otolaryngology - Primary,Patient Care - 40+ Hours,8
7/1/20,Marin,Otolaryngology - Primary,Patient Care - None,2
7/1/20,Marin,Pathology - Primary,Patient Care - 1-9 Hours,1
7/1/20,Marin,Pathology - Primary,Patient Care - 10-19 Hours,4
7/1/20,Marin,Pathology - Primary,Patient Care - 20-29 Hours,3
7/1/20,Marin,Pathology - Primary,Patient Care - 30-39 Hours,3
7/1/20,Marin,Pathology - Primary,Patient Care - 40+ Hours,4
7/1/20,Marin,Pathology - Primary,Patient Care - None,11
7/1/20,Marin,Pediatrics - Primary,No Response,1
7/1/20,Marin,Pediatrics - Primary,Patient Care - 1-9 Hours,8
7/1/20,Marin,Pediatrics - Primary,Patient Care - 10-19 Hours,8
7/1/20,Marin,Pediatrics - Primary,Patient Care - 20-29 Hours,27
7/1/20,Marin,Pediatrics - Primary,Patient Care - 30-39 Hours,25
7/1/20,Marin,Pediatrics - Primary,Patient Care - 40+ Hours,12
7/1/20,Marin,Pediatrics - Primary,Patient Care - None,12
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - 1-9 Hours,3
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - 10-19 Hours,2
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - 20-29 Hours,2
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - 30-39 Hours,4
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - 40+ Hours,3
7/1/20,Marin,Physical Medicine and Rehabilitation - Primary,Patient Care - None,2
7/1/20,Marin,Plastic Surgery - Primary,Patient Care - 1-9 Hours,1
7/1/20,Marin,Plastic Surgery - Primary,Patient Care - 20-29 Hours,1
7/1/20,Marin,Plastic Surgery - Primary,Patient Care - 30-39 Hours,3
7/1/20,Marin,Plastic Surgery - Primary,Patient Care - 40+ Hours,8
7/1/20,Marin,Plastic Surgery - Primary,Patient Care - None,2
7/1/20,Marin,Psychiatry - Primary,No Response,1
7/1/20,Marin,Psychiatry - Primary,Patient Care - 1-9 Hours,22
7/1/20,Marin,Psychiatry - Primary,Patient Care - 10-19 Hours,29
7/1/20,Marin,Psychiatry - Primary,Patient Care - 20-29 Hours,36
7/1/20,Marin,Psychiatry - Primary,Patient Care - 30-39 Hours,39
7/1/20,Marin,Psychiatry - Primary,Patient Care - 40+ Hours,34
7/1/20,Marin,Psychiatry - Primary,Patient Care - None,23
7/1/20,Marin,Pulmonary - Primary,Patient Care - 20-29 Hours,2
7/1/20,Marin,Pulmonary - Primary,Patient Care - 30-39 Hours,5
7/1/20,Marin,Pulmonary - Primary,Patient Care - 40+ Hours,3
7/1/20,Marin,Radiology - Primary,Patient Care - 1-9 Hours,10
